A1,11/22/18
A1,12/7/19
A1,12/16/20
A1,10/21/21
A1,12/9/22
A2,12/11/18
A2,1/18/20
A2,1/12/21
A2,10/21/21
A2,12/26/22
A3,12/18/18
A3,1/16/20
A3,1/12/21
A3,10/23/21
A4,11/28/18
A4,12/23/19
A4,1/6/21
A4,10/23/21
A4,12/10/22
A5,12/28/18
A5,1/25/20
A5,1/30/21
A5,12/14/21
A5,12/29/22
A6,1/11/19
A6,1/26/20
A6,2/15/21
A6,12/15/21
A6,12/30/22
A7,1/6/19
A7,1/25/20
A7,2/7/21
A7,11/17/21
A7,12/30/22
